location,sample date,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Water temperature,measure,value
Boonsri,2016-04-22,       1.94,      10.96,       9.18,      12.25,Nitrates,       0.81
Boonsri,2016-04-28,       2.03,      10.90,       8.63,      15.00,Nitrates,       0.75
Boonsri,2016-05-08,       2.07,      11.26,       8.38,      22.50,Nitrates,       0.64
Boonsri,2016-05-11,       2.09,      11.62,       8.12,       8.00,Nitrates,       1.39
Boonsri,2016-05-28,       2.11,      11.98,       7.87,      22.83,Nitrates,       1.19
Boonsri,2016-06-02,       1.75,      11.93,       7.39,       1.00,Nitrates,       1.44
Boonsri,2016-06-10,       1.78,      11.88,       6.91,      16.00,Nitrates,       0.96
Boonsri,2016-06-16,       2.22,      11.84,       6.43,      21.00,Nitrates,       0.99
Boonsri,2016-06-23,       2.53,      11.52,       6.80,      18.75,Nitrates,       0.83
Boonsri,2016-07-05,       2.84,      11.21,       7.17,      16.50,Nitrates,       0.67
Boonsri,2016-07-21,       2.23,      10.90,       7.53,      25.33,Nitrates,       0.66
Boonsri,2016-07-24,       2.02,      11.05,       9.78,      15.67,Nitrates,       1.02
Boonsri,2016-08-01,       1.81,      11.20,      12.02,       6.00,Nitrates,       1.39
Boonsri,2016-08-18,       2.31,      10.91,      10.04,      14.50,Nitrates,       1.10
Boonsri,2016-08-21,       2.81,      10.62,       8.07,      23.00,Nitrates,       0.80
Boonsri,2016-08-27,       2.84,      10.28,       7.76,      22.50,Nitrates,       0.72
Boonsri,2016-09-09,       2.54,       9.93,       7.44,      19.00,Nitrates,       0.81
Boonsri,2016-09-22,       1.65,       9.59,       7.13,      18.00,Nitrates,       0.78
Boonsri,2016-09-25,       1.77,       9.71,       8.02,      12.50,Nitrates,       1.27
Boonsri,2016-10-03,       1.90,       9.84,       8.90,       7.00,Nitrates,       1.77
Boonsri,2016-10-07,       2.31,       9.96,      10.22,      24.00,Nitrates,       0.10
Boonsri,2016-10-12,       1.79,      10.08,      11.54,       7.00,Nitrates,       1.07
Boonsri,2016-10-20,       1.79,      10.17,       8.33,      16.00,Nitrates,       0.87
Boonsri,2016-10-21,       1.84,      10.15,       8.29,      14.00,Nitrates,       1.08
Boonsri,2016-10-22,       1.89,      10.13,       8.24,      12.00,Nitrates,       1.28
Boonsri,2016-11-17,       1.94,      10.11,       8.20,      10.00,Nitrates,       1.48
Boonsri,2016-11-18,       2.82,      22.32,       8.70,       8.00,Nitrates,       1.23
Busarakhan,2009-01-24,       3.70,      34.52,       9.20,       6.00,Nitrates,       0.97
Busarakhan,2009-02-14,       5.30,      34.44,      13.30,       6.00,Nitrates,       2.33
Busarakhan,2009-03-27,       6.00,      48.24,      10.00,       8.00,Nitrates,       1.62
Busarakhan,2009-04-25,       4.00,      24.12,       8.30,      15.00,Nitrates,       0.97
Busarakhan,2009-05-25,       3.50,      34.52,       7.60,      24.00,Nitrates,       1.43
Busarakhan,2009-06-28,       2.30,      24.74,       7.50,      23.00,Nitrates,       2.27
Busarakhan,2009-07-26,       2.30,      29.50,       8.20,      25.00,Nitrates,       2.04
Busarakhan,2009-08-28,       2.20,      34.52,       8.00,      24.00,Nitrates,       1.13
Busarakhan,2009-09-24,       1.70,      24.60,       8.50,      19.50,Nitrates,       1.55
Busarakhan,2009-09-25,       2.45,      29.52,       8.80,      16.75,Nitrates,       1.50
Busarakhan,2009-10-30,       3.20,      34.44,       9.10,      14.00,Nitrates,       1.45
Busarakhan,2009-11-14,       2.80,      44.37,       9.90,       6.00,Nitrates,       1.50
Busarakhan,2009-12-19,       3.10,      29.52,       9.80,       3.00,Nitrates,       1.69
Busarakhan,2010-01-24,       3.40,      29.52,      12.60,       2.00,Nitrates,       2.28
Busarakhan,2010-02-14,       3.90,      29.16,      12.70,       4.00,Nitrates,       1.11
Busarakhan,2010-03-20,       4.00,      34.44,      11.40,      10.50,Nitrates,       0.69
Busarakhan,2010-04-18,       4.60,      39.36,      10.10,      14.00,Nitrates,       1.60
Busarakhan,2010-05-22,       2.30,      29.59,       9.50,      20.00,Nitrates,       1.67
Busarakhan,2010-06-13,       2.40,      29.59,       8.20,      25.00,Nitrates,       2.02
Busarakhan,2010-07-22,       1.30,      29.52,       7.90,      23.00,Nitrates,       1.44
Busarakhan,2010-08-28,       2.10,      29.52,       6.70,      25.00,Nitrates,       1.56
Busarakhan,2010-09-12,       2.30,      28.08,      11.20,       7.00,Nitrates,       1.61
Busarakhan,2010-09-30,       1.90,      29.52,       8.00,      16.00,Nitrates,       0.55
Busarakhan,2010-10-29,       2.10,      34.52,       9.10,      11.00,Nitrates,       1.36
Busarakhan,2010-11-27,       1.80,      37.60,      11.40,       6.00,Nitrates,       1.36
Busarakhan,2011-01-30,       1.80,      32.90,       8.50,       3.00,Nitrates,       2.26
Busarakhan,2011-02-26,       2.40,      27.40,      13.00,       3.00,Nitrates,       2.23
Busarakhan,2011-03-08,       4.29,      28.22,       8.42,      28.00,Nitrates,       0.98
Busarakhan,2011-03-11,       2.36,      24.48,      11.27,       8.00,Nitrates,       1.83
Busarakhan,2011-03-26,       3.41,      31.97,      12.24,       8.00,Nitrates,       1.00
Busarakhan,2011-04-13,       3.51,      27.41,       7.37,      14.00,Nitrates,       1.40
Busarakhan,2011-05-27,       3.89,      28.94,       7.60,      23.60,Nitrates,       1.62
Busarakhan,2011-06-29,       3.18,      24.60,       7.34,      23.00,Nitrates,       1.62
Busarakhan,2011-08-12,       2.84,      24.48,       9.87,      10.50,Nitrates,       1.25
Busarakhan,2011-08-28,       2.86,      23.40,       6.18,      23.50,Nitrates,       1.88
Busarakhan,2011-09-23,       1.86,      32.76,       8.37,      21.00,Nitrates,       1.31
Busarakhan,2011-11-16,       2.28,      23.40,      10.54,       9.50,Nitrates,       1.44
Busarakhan,2012-02-18,       2.69,      23.40,      12.91,       3.00,Nitrates,       1.87
Busarakhan,2012-02-24,       2.74,      25.54,      12.79,       4.00,Nitrates,       1.43
Busarakhan,2012-03-16,       3.45,      27.67,      12.49,       4.00,Nitrates,       2.12
Busarakhan,2012-03-25,       3.39,      25.54,      12.58,      11.00,Nitrates,       1.68
Busarakhan,2012-04-02,       2.84,      23.40,       8.55,       2.00,Nitrates,       1.76
Busarakhan,2012-04-11,       1.99,      29.76,       8.90,      10.00,Nitrates,       1.74
Busarakhan,2012-04-26,       2.17,      23.40,       8.49,      15.00,Nitrates,       1.31
Busarakhan,2012-04-29,       2.26,      23.40,       8.46,      14.00,Nitrates,       1.27
Busarakhan,2012-05-26,       1.57,      23.40,       8.42,      23.00,Nitrates,       1.21
Busarakhan,2012-05-31,       1.63,      25.74,       8.36,      22.00,Nitrates,       1.18
Busarakhan,2012-07-10,       1.23,      28.08,       8.13,      12.50,Nitrates,       1.18
Busarakhan,2012-07-20,       3.89,      43.85,       6.14,      28.00,Nitrates,       0.75
Busarakhan,2012-07-23,       3.81,      38.30,       6.39,      27.50,Nitrates,       0.81
Busarakhan,2012-07-27,       3.34,      32.76,       6.44,      26.50,Nitrates,       0.67
Busarakhan,2012-07-30,       2.74,      32.61,       6.73,      26.00,Nitrates,       3.93
Busarakhan,2012-08-12,       2.31,      32.45,       7.68,       8.50,Nitrates,       1.28
Busarakhan,2012-08-25,       5.92,      74.88,       6.67,      26.00,Nitrates,       0.61
Busarakhan,2012-10-27,       2.18,      46.80,       9.08,       9.50,Nitrates,       1.35
Busarakhan,2012-10-29,       2.86,      35.10,       9.01,       7.50,Nitrates,       1.25
Busarakhan,2012-11-02,       2.78,      23.40,       8.78,       3.00,Nitrates,       1.80
Busarakhan,2012-11-10,       2.40,      23.55,       8.81,      12.00,Nitrates,       1.20
Busarakhan,2012-11-15,       2.02,      23.71,       8.85,      17.00,Nitrates,       1.96
Busarakhan,2012-11-22,       2.19,      23.86,       8.57,      12.50,Nitrates,       1.95
Busarakhan,2012-12-30,       2.03,      24.02,       9.25,       1.00,Nitrates,       1.75
Busarakhan,2013-02-06,       4.20,      24.17,       4.53,      24.00,Nitrates,       1.43
Busarakhan,2013-02-11,       1.79,      24.33,      10.70,      11.00,Nitrates,       1.12
Busarakhan,2013-02-16,       2.58,      24.48,      11.73,       2.00,Nitrates,       1.78
Busarakhan,2013-02-25,       2.15,      24.48,      10.39,       1.50,Nitrates,       1.69
Busarakhan,2013-03-24,       1.24,      24.48,       9.06,       8.50,Nitrates,       2.33
Busarakhan,2013-03-30,       3.00,      25.96,      10.75,       8.00,Nitrates,       2.12
Busarakhan,2013-04-02,       2.08,      27.44,      10.57,       1.00,Nitrates,       1.94
Busarakhan,2013-04-11,       1.22,      28.92,      10.38,      11.50,Nitrates,       0.96
Busarakhan,2013-04-20,       2.18,      28.22,       9.03,      11.00,Nitrates,       1.87
Busarakhan,2013-04-29,       1.83,      30.57,       7.75,      15.00,Nitrates,       2.10
Busarakhan,2013-05-19,       2.07,      32.93,       6.72,      19.50,Nitrates,       1.79
Busarakhan,2013-06-21,       2.64,      37.28,       4.62,      24.00,Nitrates,       1.62
Busarakhan,2013-06-30,       1.28,      43.24,       7.35,      20.50,Nitrates,       2.50
Busarakhan,2013-07-19,       8.87,      49.20,       4.58,      28.00,Nitrates,       1.04
Busarakhan,2013-07-29,       9.84,      44.28,       1.03,      28.00,Nitrates,       0.37
Busarakhan,2013-08-08,       3.60,      29.52,       7.71,      27.50,Nitrates,       0.91
Busarakhan,2013-08-23,       2.62,      29.02,       6.51,      23.80,Nitrates,       0.86
Busarakhan,2013-09-12,       1.64,      28.51,      11.23,       3.00,Nitrates,       1.10
Busarakhan,2013-09-26,       2.28,      28.66,       6.50,      19.00,Nitrates,       0.92
Busarakhan,2013-10-25,       1.64,      28.81,       7.95,       9.00,Nitrates,       0.97
Busarakhan,2013-11-01,       1.06,      28.08,       9.78,       2.00,Nitrates,       1.87
Busarakhan,2013-11-17,       1.17,      30.18,       9.08,       4.00,Nitrates,       1.10
Busarakhan,2013-11-22,       1.41,      32.28,       9.04,       6.00,Nitrates,       1.12
Busarakhan,2013-12-09,       1.60,      34.38,       6.85,      26.50,Nitrates,       1.12
Busarakhan,2013-12-19,       3.00,      33.26,      11.90,       3.00,Nitrates,       1.26
Busarakhan,2013-12-27,       2.65,      32.15,      10.84,       3.00,Nitrates,       1.14
Busarakhan,2014-01-24,       2.30,      31.03,      13.40,       5.50,Nitrates,       1.21
Busarakhan,2014-02-05,       2.59,      27.42,       7.91,      22.11,Nitrates,       1.74
Busarakhan,2014-02-11,       1.40,      28.29,       9.26,      12.00,Nitrates,       1.77
Busarakhan,2014-03-02,       1.33,      27.24,       8.81,      16.00,Nitrates,       1.60
Busarakhan,2014-03-05,       1.27,      26.19,       8.36,      20.00,Nitrates,       1.44
Busarakhan,2014-03-09,       1.20,      25.14,       7.91,      24.00,Nitrates,       1.28
Busarakhan,2014-03-15,       2.32,      25.36,      12.43,       3.00,Nitrates,       1.54
Busarakhan,2014-03-21,       1.83,      25.58,      11.43,       6.00,Nitrates,       1.56
Busarakhan,2014-04-18,       1.56,      25.52,       8.21,      13.90,Nitrates,       1.66
Busarakhan,2014-05-06,       7.00,      25.46,       4.06,      23.50,Nitrates,       1.02
Busarakhan,2014-05-14,       1.30,      26.44,       7.33,      19.64,Nitrates,       1.62
Busarakhan,2014-05-28,       1.92,      27.41,       9.68,      20.00,Nitrates,       2.01
Busarakhan,2014-05-30,       1.84,      28.39,       8.44,      15.99,Nitrates,       1.73
Busarakhan,2014-06-04,       1.77,      29.37,       7.20,      11.98,Nitrates,       1.46
Busarakhan,2014-06-12,       1.04,      19.68,      10.77,       4.00,Nitrates,       1.79
Busarakhan,2014-06-26,       1.04,      21.55,       8.93,      14.95,Nitrates,       1.36
Busarakhan,2014-08-22,       1.03,      23.41,       7.08,      25.90,Nitrates,       0.94
Busarakhan,2014-08-27,       1.23,      25.28,       7.65,      27.00,Nitrates,       1.44
Busarakhan,2014-09-08,       1.22,      27.15,       6.34,      30.00,Nitrates,       0.68
Busarakhan,2014-09-18,       1.94,      26.27,       7.01,      24.00,Nitrates,       0.78
Busarakhan,2014-09-21,       1.71,      25.38,       7.13,      24.00,Nitrates,       0.93
Busarakhan,2014-10-09,       1.47,      24.50,       7.25,      24.00,Nitrates,       1.08
Busarakhan,2014-10-10,       1.22,      23.62,       9.30,      17.20,Nitrates,       1.07
Busarakhan,2014-10-17,       0.00,      23.61,       8.83,      16.80,Nitrates,       1.63
Busarakhan,2014-10-19,       1.00,      23.59,       8.06,      20.50,Nitrates,       1.58
Busarakhan,2014-11-06,       2.00,      23.58,       7.30,      24.20,Nitrates,       1.53
Busarakhan,2014-11-08,       1.53,      23.57,       8.66,      13.85,Nitrates,       1.68
Busarakhan,2014-11-12,       1.06,      23.55,      10.02,       3.50,Nitrates,       1.83
Busarakhan,2014-11-13,       0.00,      23.54,      10.90,      10.00,Nitrates,       1.74
Busarakhan,2014-11-17,       2.35,      23.53,      11.00,       9.00,Nitrates,       1.72
Busarakhan,2014-11-21,       4.70,      23.51,      11.10,       8.00,Nitrates,       1.70
Busarakhan,2014-12-03,       2.30,      23.50,      11.54,       3.00,Nitrates,       2.07
Busarakhan,2014-12-07,       2.37,      29.37,       6.19,      29.00,Nitrates,       0.82
Busarakhan,2014-12-13,       1.05,      29.37,       9.98,       1.20,Nitrates,       1.79
Busarakhan,2014-12-15,       1.64,      29.37,       8.55,      13.60,Nitrates,       1.54
Busarakhan,2015-01-08,       2.23,      29.37,       7.12,      26.00,Nitrates,       1.30
Busarakhan,2015-01-16,       1.06,      25.73,      11.95,       2.00,Nitrates,       1.91
Busarakhan,2015-01-24,       1.66,      25.64,      12.52,       1.50,Nitrates,       2.08
Busarakhan,2015-01-31,       2.26,      25.55,      13.10,       1.00,Nitrates,       2.25
Busarakhan,2015-02-14,       2.04,      25.45,      12.37,       3.00,Nitrates,       3.28
Busarakhan,2015-02-27,       2.03,      25.36,      11.62,       3.50,Nitrates,       3.06
Busarakhan,2015-03-15,       1.26,      25.27,       8.57,       9.60,Nitrates,       3.20
Busarakhan,2015-03-21,       1.60,      25.27,       9.48,      10.00,Nitrates,       2.84
Busarakhan,2015-03-27,       1.71,      25.27,       8.78,      11.60,Nitrates,       2.56
Busarakhan,2015-04-23,       1.81,      25.27,       8.07,      13.20,Nitrates,       2.29
Busarakhan,2015-04-25,       2.08,      25.27,       8.08,      16.20,Nitrates,       1.97
Busarakhan,2015-05-25,       2.34,      25.27,       8.08,      19.20,Nitrates,       1.65
Busarakhan,2015-05-27,       2.61,      25.27,       8.09,      22.20,Nitrates,       1.33
Busarakhan,2015-06-06,       4.22,      25.27,       5.62,      23.50,Nitrates,       2.02
Busarakhan,2015-06-17,       1.53,      25.74,       8.13,      26.20,Nitrates,       1.81
Busarakhan,2015-06-28,       1.79,      26.21,       6.22,      25.15,Nitrates,       1.83
Busarakhan,2015-07-23,       2.04,      26.68,       4.31,      24.10,Nitrates,       1.85
Busarakhan,2015-08-10,       2.30,      27.15,       9.61,      11.00,Nitrates,       1.84
Busarakhan,2015-08-21,       1.46,      27.16,       7.67,      26.50,Nitrates,       1.09
Busarakhan,2015-08-28,       2.09,      27.18,       7.75,      27.50,Nitrates,       0.93
Busarakhan,2015-09-08,       2.73,      27.20,       7.83,      28.50,Nitrates,       0.77
Busarakhan,2015-09-09,       1.63,      27.21,       7.68,      19.00,Nitrates,       1.55
Busarakhan,2015-09-12,       1.54,      26.61,      11.97,       2.00,Nitrates,       1.86
Busarakhan,2015-09-22,       1.64,      28.12,       8.05,      17.00,Nitrates,       1.18
Busarakhan,2015-09-24,       2.55,      28.64,       8.74,      14.50,Nitrates,       1.99
Busarakhan,2015-10-04,       3.46,      29.16,       9.43,      12.00,Nitrates,       2.80
Busarakhan,2015-10-05,       1.55,      26.47,       8.02,      21.50,Nitrates,       1.69
Busarakhan,2015-10-15,       1.03,      28.14,       9.21,      13.50,Nitrates,       1.68
Busarakhan,2015-10-30,       2.26,      29.82,       9.96,      13.00,Nitrates,       1.64
Busarakhan,2015-11-11,       3.50,      31.49,      10.71,      12.50,Nitrates,       1.59
Busarakhan,2015-11-18,       2.54,      31.65,      10.24,       9.10,Nitrates,       1.38
Busarakhan,2015-11-28,       3.31,      31.82,       9.96,       4.80,Nitrates,       1.41
Busarakhan,2015-12-07,       5.90,      31.98,       5.83,      27.00,Nitrates,       1.65
Busarakhan,2015-12-19,       1.61,      28.53,      10.66,       2.80,Nitrates,       1.76
Busarakhan,2016-01-14,       1.56,      25.08,      10.12,       2.00,Nitrates,       2.14
Busarakhan,2016-01-24,       1.91,      25.70,      10.60,       2.03,Nitrates,       1.91
Busarakhan,2016-02-14,       2.26,      26.32,      11.08,       2.07,Nitrates,       1.68
Busarakhan,2016-02-26,       2.61,      26.94,      11.56,       2.10,Nitrates,       1.45
Busarakhan,2016-03-20,       1.49,      27.56,       8.81,      17.00,Nitrates,       1.94
Busarakhan,2016-04-18,       2.68,      28.18,       8.09,      17.15,Nitrates,       1.82
Busarakhan,2016-04-24,       3.87,      28.80,       7.37,      17.30,Nitrates,       1.70
Busarakhan,2016-05-14,       2.21,      29.42,       8.64,      17.20,Nitrates,       0.81
Busarakhan,2016-05-22,       2.88,      28.11,       7.97,      19.60,Nitrates,       1.04
Busarakhan,2016-05-26,       3.55,      26.81,       7.31,      22.00,Nitrates,       1.27
Busarakhan,2016-06-02,       1.10,      25.50,      11.80,       3.00,Nitrates,       1.83
Busarakhan,2016-06-13,       1.75,      27.51,      10.07,      12.80,Nitrates,       1.22
Busarakhan,2016-06-16,       2.40,      29.52,       8.33,      22.60,Nitrates,       0.61
Busarakhan,2016-06-26,       4.13,      31.48,       3.93,      23.40,Nitrates,       0.61
Busarakhan,2016-07-14,       1.33,      33.45,       7.84,      24.50,Nitrates,       1.17
Busarakhan,2016-07-20,       1.65,      33.02,       7.01,      23.80,Nitrates,       0.92
Busarakhan,2016-07-22,       1.50,      32.59,       6.93,      25.00,Nitrates,       1.23
Busarakhan,2016-07-24,       1.36,      32.17,       6.85,      26.20,Nitrates,       1.54
Busarakhan,2016-08-04,       4.30,      31.74,       9.43,      12.50,Nitrates,       1.87
Busarakhan,2016-08-12,       0.80,      27.21,      10.61,       2.00,Nitrates,       1.65
Busarakhan,2016-08-19,       4.18,      27.98,       3.18,      22.00,Nitrates,       0.59
Busarakhan,2016-08-28,       2.84,      28.75,       5.53,      23.25,Nitrates,       0.79
Busarakhan,2016-09-09,       1.50,      29.52,       7.87,      24.50,Nitrates,       0.99
Busarakhan,2016-09-12,       1.31,      31.39,       8.07,      22.75,Nitrates,       1.14
Busarakhan,2016-09-17,       1.12,      33.26,       8.27,      21.00,Nitrates,       1.28
Busarakhan,2016-09-24,       1.07,      35.14,       7.50,      17.10,Nitrates,       0.89
Busarakhan,2016-09-30,       1.06,      37.01,       7.96,      16.25,Nitrates,       0.76
Busarakhan,2016-10-15,       1.06,      38.88,       8.41,      15.40,Nitrates,       0.63
Busarakhan,2016-10-27,       1.30,      34.40,       7.25,      11.50,Nitrates,       0.91
Busarakhan,2016-10-29,       1.36,      29.93,       9.34,       8.55,Nitrates,       1.21
Busarakhan,2016-11-02,       1.42,      25.45,      11.42,       5.60,Nitrates,       1.51
Busarakhan,2016-11-03,       1.39,      25.50,      11.48,       6.00,Nitrates,       1.88
Busarakhan,2016-11-08,       2.93,      31.89,       7.04,      26.20,Nitrates,       1.49
Busarakhan,2016-11-25,       1.14,      31.55,      10.94,       4.00,Nitrates,       1.04
Busarakhan,2016-11-27,       1.99,      31.21,       8.99,       6.50,Nitrates,       0.75
Busarakhan,2016-12-11,       2.84,      30.87,       7.04,       9.00,Nitrates,       0.47
Busarakhan,2016-12-17,       1.10,      26.09,      10.34,       3.00,Nitrates,       1.04
Chai,2009-01-18,       3.43,      21.32,       9.30,       4.67,Nitrates,       1.29
Chai,2009-02-26,       4.07,      22.14,      11.67,       5.00,Nitrates,       1.96
Chai,2009-03-20,       3.42,      22.96,       8.90,      10.67,Nitrates,       1.77
Chai,2009-03-28,       2.43,      28.94,      10.07,      10.00,Nitrates,       1.45
Chai,2009-04-18,       2.83,      36.08,       9.47,      13.67,Nitrates,       1.92
Chai,2009-04-26,       3.60,      25.73,      11.47,      15.67,Nitrates,       1.11
Chai,2009-05-10,       1.50,      21.37,       8.60,      17.00,Nitrates,       1.52
Chai,2009-05-12,       1.30,      27.90,      10.20,      11.00,Nitrates,       1.54
Chai,2009-05-21,       2.67,      21.37,       8.40,      17.17,Nitrates,       1.47
Chai,2009-05-30,       2.93,      29.52,       8.50,      18.00,Nitrates,       1.33
Chai,2009-06-14,       1.90,      23.01,       7.13,      22.00,Nitrates,       1.40
Chai,2009-06-27,       1.03,      23.01,       6.97,      24.00,Nitrates,       1.29
Chai,2009-07-24,       3.37,      23.02,       6.80,      24.67,Nitrates,       1.16
Chai,2009-08-02,       3.87,      22.96,      10.00,       5.67,Nitrates,       2.31
Chai,2009-08-23,       2.40,      22.96,       7.60,      27.33,Nitrates,       1.15
Chai,2009-08-31,       2.77,      23.02,       7.57,      25.67,Nitrates,       1.36
Chai,2009-09-07,       1.23,      23.09,       6.97,      22.00,Nitrates,       1.10
Chai,2009-09-22,       1.13,      24.60,       8.57,      18.40,Nitrates,       1.54
Chai,2009-10-19,       1.50,      21.37,       8.70,      16.50,Nitrates,       1.41
Chai,2009-10-31,       3.33,      22.96,       8.87,      13.67,Nitrates,       1.59
Chai,2009-11-01,       2.53,      24.60,      10.23,       6.00,Nitrates,       1.10
Chai,2009-11-16,       2.80,      21.32,      10.13,       5.00,Nitrates,       1.74
Chai,2009-11-21,       3.10,      22.96,       9.67,       7.50,Nitrates,       1.57
Chai,2009-11-29,       3.07,      22.96,      10.30,       8.50,Nitrates,       1.57
Chai,2009-12-13,       2.91,      21.87,      10.77,       5.00,Nitrates,       1.51
Chai,2009-12-21,       2.76,      20.77,      10.50,       3.00,Nitrates,       1.46
Chai,2010-01-17,       2.60,      19.68,      10.33,       0.00,Nitrates,       2.38
Chai,2010-01-29,       2.40,      26.24,      11.87,       2.00,Nitrates,       2.19
Chai,2010-02-20,       2.13,      22.68,      12.27,       4.00,Nitrates,       2.63
Chai,2010-02-28,       2.40,      21.95,      12.30,       5.00,Nitrates,       2.03
Chai,2010-03-18,       2.20,      24.60,      12.13,      10.33,Nitrates,       1.58
Chai,2010-03-28,       1.10,      24.66,       9.13,      15.00,Nitrates,       1.72
Chai,2010-04-09,       2.47,      22.96,       9.00,      26.67,Nitrates,       1.08
Chai,2010-04-16,       2.40,      24.60,      11.27,       8.00,Nitrates,       2.02
Chai,2010-04-23,       2.10,      25.72,       9.03,      14.67,Nitrates,       1.84
Chai,2010-05-29,       2.43,      26.83,       7.93,      20.00,Nitrates,       1.30
Chai,2010-06-17,       2.30,      27.95,       8.27,      25.00,Nitrates,       1.66
Chai,2010-06-30,       2.73,      27.91,       7.87,      25.00,Nitrates,       0.34
Chai,2010-07-15,       1.93,      27.87,       7.60,      24.67,Nitrates,       0.97
Chai,2010-07-23,       1.87,      26.82,       7.77,      20.67,Nitrates,       1.13
Chai,2010-08-26,       2.20,      25.78,       7.93,      24.67,Nitrates,       1.01
Chai,2010-09-05,       2.23,      24.74,       8.87,      15.00,Nitrates,       1.45
Chai,2010-10-13,       2.30,      21.95,       8.47,      20.00,Nitrates,       1.53
Chai,2010-10-29,       2.10,      20.71,       9.77,      16.17,Nitrates,       1.79
Chai,2010-11-08,       1.23,      19.48,       7.03,      26.83,Nitrates,       0.94
Chai,2010-11-12,       2.40,      23.40,      10.77,       7.00,Nitrates,       1.68
Chai,2010-11-13,       2.23,      23.40,      11.13,       9.67,Nitrates,       1.83
Chai,2010-11-26,       2.40,      23.60,      11.20,       3.33,Nitrates,       1.34
Chai,2010-11-28,       2.30,      23.80,      11.17,       5.17,Nitrates,       1.83
Chai,2010-12-09,       2.28,      24.00,      11.15,      27.17,Nitrates,       1.13
Chai,2010-12-15,       2.27,      24.20,      11.13,       5.00,Nitrates,       1.73
Chai,2010-12-18,       2.30,      24.40,      11.03,       5.83,Nitrates,       1.71
Chai,2011-01-14,       1.60,      24.60,      11.17,       5.00,Nitrates,       2.12
Chai,2011-01-26,       1.86,      22.67,      11.00,      11.00,Nitrates,       1.73
Chai,2011-02-18,       2.12,      20.75,      11.47,       8.00,Nitrates,       2.03
Chai,2011-03-08,       2.38,      18.82,       6.68,      26.50,Nitrates,       1.42
Chai,2011-03-12,       2.02,      19.58,       9.93,      11.00,Nitrates,       1.88
Chai,2011-03-25,       2.96,      22.84,      11.10,       5.83,Nitrates,       2.70
Chai,2011-04-23,       2.41,      23.48,      10.97,      10.00,Nitrates,       2.15
Chai,2011-05-22,       1.85,      24.12,       8.70,      20.33,Nitrates,       1.00
Chai,2011-05-26,       1.87,      24.12,       8.24,      23.83,Nitrates,       1.54
Chai,2011-06-18,       3.11,      23.02,       8.62,      23.50,Nitrates,       1.04
Chai,2011-06-24,       3.50,      24.66,       6.00,      26.00,Nitrates,       0.99
Chai,2011-07-17,       1.66,      23.40,       6.53,      25.00,Nitrates,       1.98
Chai,2011-07-28,       2.33,      18.72,       8.04,      26.00,Nitrates,       1.34
Chai,2011-08-04,       2.02,      18.72,      10.84,      10.00,Nitrates,       2.44
Chai,2011-08-14,       1.71,      18.72,       8.15,      25.00,Nitrates,       1.33
Chai,2011-09-03,       3.16,      22.84,      11.69,       8.83,Nitrates,       1.99
Chai,2011-09-12,       1.98,      18.72,       9.78,       9.20,Nitrates,       2.07
Chai,2011-09-28,       2.18,      21.84,       7.52,      20.33,Nitrates,       1.27
Chai,2011-09-30,       1.51,      23.40,       8.35,      21.00,Nitrates,       1.47
Chai,2011-10-17,       2.12,      15.60,       8.49,      17.50,Nitrates,       1.28
Chai,2011-10-28,       1.54,      17.16,       9.28,      16.00,Nitrates,       1.59
Chai,2011-11-02,       1.70,      17.94,      10.87,      10.00,Nitrates,       2.06
Chai,2011-11-11,       1.87,      18.72,       8.81,      14.83,Nitrates,       1.87
Chai,2011-11-18,       1.37,      22.85,       9.21,      15.00,Nitrates,       1.88
Chai,2011-12-08,       2.67,      21.95,       8.33,      25.00,Nitrates,       1.30
Chai,2011-12-14,       2.01,      20.28,       9.78,       4.00,Nitrates,       1.91
Chai,2012-01-06,       1.80,      21.49,       8.21,      19.83,Nitrates,       1.90
Chai,2012-01-09,       1.65,      23.40,       8.38,      22.00,Nitrates,       1.84
Chai,2012-01-11,       2.90,      23.15,      10.44,      14.17,Nitrates,       2.15
Chai,2012-01-28,       1.79,      19.58,       9.53,       2.00,Nitrates,       2.19
Chai,2012-02-07,       2.64,      29.23,       8.60,      22.00,Nitrates,       1.63
Chai,2012-02-17,       1.68,      18.72,      10.65,       4.00,Nitrates,       2.29
Chai,2012-03-15,       2.60,      19.99,      11.18,       4.83,Nitrates,       2.25
Chai,2012-03-25,       2.67,      21.69,       9.83,      11.00,Nitrates,       1.18
Chai,2012-04-05,       2.51,      23.40,       9.26,      19.33,Nitrates,       1.66
Chai,2012-04-15,       1.60,      22.84,       9.74,      14.00,Nitrates,       1.86
Chai,2012-04-29,       1.63,      20.78,      10.21,      13.83,Nitrates,       2.05
Chai,2012-05-02,       2.12,      18.72,      10.68,       0.50,Nitrates,       2.00
Chai,2012-05-10,       1.28,      18.72,       8.47,      16.00,Nitrates,       1.79
Chai,2012-05-21,       3.17,      20.18,       7.83,      18.00,Nitrates,       1.54
Chai,2012-06-12,       2.03,      21.63,       8.27,       6.83,Nitrates,       2.22
Chai,2012-06-22,       2.25,      21.30,       7.89,      22.00,Nitrates,       1.57
Chai,2012-07-30,       2.54,      20.96,       7.43,      25.00,Nitrates,       1.29
Chai,2012-08-19,       1.47,      20.62,       7.38,      27.00,Nitrates,       1.59
